Unnamed: 0;row_key;periode;as_of_date;flag_trx;variable;divisi_kelolaan;group_corporate;bulan1;namabulan1;bulan2;namabulan2;bulan3;namabulan3;bulan4;namabulan4;bulan5;namabulan5;bulan6;namabulan6;bulan7;namabulan7;bulan8;namabulan8;bulan9;namabulan9;bulan10;namabulan10;bulan11;namabulan11;bulan12;namabulan12;mean_value;min_value;max_value;max_bulan;min_bulan
27728;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah; Bali Bintang Sejahtera;1966705369.74;2022-10;5837381860.36;2022-11;10577156094.04;2022-12;4924056928.26;2023-01;2356805060.0;2023-02;10585822821.44;2023-03;10149199953.7;2023-04;5878633243.86;2023-05;3546109088.46;2023-06;10258651081.28;2023-07;14492312649.82;2023-08;2467461155.08;2023-09;6920024608.836666;1966705369.74;14492312649.82;202308;202210
27729;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah; Bali Bintang Sejahtera;2359042361.06906;2022-10;2278376897.83514;2022-11;3289090896.14154;2022-12;3137779050.5653;2023-01;2200067840.86202;2023-02;2565555652.50256;2023-03;4026699613.752;2023-04;2580322479.44342;2023-05;2981835147.748;2023-06;2515846753.1653;2023-07;2453848855.80752;2023-08;2117687869.93038;2023-09;2708846118.235186;2117687869.93038;4026699613.752;202304;202309
27732;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah; Bali Bintang Sejahtera;7972200000.0;2022-10;13833100000.0;2022-11;23697606860.04;2022-12;19003064174.14;2023-01;10821485793.76;2023-02;20566759776.14;2023-03;10553375653.54;2023-04;3321384960.96;2023-05;3844510102.24;2023-06;11589972433.52;2023-07;16206854619.4;2023-08;8331425256.82;2023-09;12478478302.546667;3321384960.96;23697606860.04;2022-12;2023-05
27733;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah; Bali Bintang Sejahtera;0.0;2022-10;7103807923.92;2022-11;7526175795.44;2022-12;1952295031.72;2023-01;1750408722.8;2023-02;2376470074.56;2023-03;4496459487.04;2023-04;5024247101.12;2023-05;3738227704.0;2023-06;1838042801.92;2023-07;5635157389.12;2023-08;5103860809.92;2023-09;4231377531.0509086;1750408722.8;7526175795.44;2022-11;2023-01
27736;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah; Bali Bintang Sejahtera;18862736067.52;2022-10;14241964846.4;2022-11;48383600440.32;2022-12;31201561395.84;2023-01;31931134387.52;2023-02;23093237885.12;2023-03;20499859339.84;2023-04;22020443172.8;2023-05;3464047691.52;2023-06;13808473053.76;2023-07;19995833374.4;2023-08;6073423021.12;2023-09;21131359556.34666;3464047691.52;48383600440.32;2022-12;2023-06
27737;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah; Bali Bintang Sejahtera;8195998057.14;2022-10;6582936927.78;2022-11;3682354318.42;2022-12;5237543220.96;2023-01;2872342840.96;2023-02;4284066584.78;2023-03;4486570686.74;2023-04;2753457365.46;2023-05;2781029333.54;2023-06;5079511103.6;2023-07;1102303251.62;2023-08;11749940520.96;2023-09;4900671184.33;1102303251.62;11749940520.96;2023-09;2023-08
27738;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Bali Bintang Sejahtera~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah; Bali Bintang Sejahtera;46.784;2022-10;26.488;2022-11;12.384;2022-12;21.672;2023-01;18.748;2023-02;14.706;2023-03;24.768;2023-04;33.54;2023-05;42.054;2023-06;25.37;2023-07;5.848;2023-08;75.25;2023-09;28.96766638;5.848;75.25;2023-09;2023-08
32576;~YEAR ON YEAR~~retail b~~ Bhakti Agung Propertindo~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;retail b; Bhakti Agung Propertindo;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;85264976.06;2023-07;11580247076.22;2023-08;10577912326.44;2023-09;7414474792.906666;85264976.06;11580247076.22;202308;202307
32577;~YEAR ON YEAR~~retail b~~ Bhakti Agung Propertindo~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;retail b; Bhakti Agung Propertindo;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;10688748.005;2023-07;12322326274.23282;2023-08;11377375201.33762;2023-09;7903463407.85848;10688748.005;12322326274.23282;202308;202307
32579;~YEAR ON YEAR~~retail b~~ Bhakti Agung Propertindo~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;retail b; Bhakti Agung Propertindo;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;85285126.72;2023-08;29385124188.16;2023-09;14735204657.44;85285126.72;29385124188.16;2023-08;2023-07
32581;~YEAR ON YEAR~~retail b~~ Bhakti Agung Propertindo~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;retail b; Bhakti Agung Propertindo;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;33783548625.36;2023-08;1016764267.52;2023-09;17400156446.44;1016764267.52;33783548625.36;2023-08;2023-09
32582;~YEAR ON YEAR~~retail b~~ Bhakti Agung Propertindo~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;retail b; Bhakti Agung Propertindo;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;0.0;2023-08;0.0;2023-09;0.0;0.0;0.0;2023-08;2023-08
32540;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;retail b; Digital Mediatama Maxima;866131131.78;2022-10;891150272.42;2022-11;652246932.76;2022-12;677000053.9;2023-01;508511779.62;2023-02;153293809.76;2023-03;179418009.98;2023-04;113243536.66;2023-05;122391931.14;2023-06;357486175.14;2023-07;137979074.24;2023-08;110363926.42;2023-09;397434719.485;110363926.42;891150272.42;202211;202309
32541;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;retail b; Digital Mediatama Maxima;910923036.15898;2022-10;860089725.49162;2022-11;809804567.9796599;2022-12;590244800.6512799;2023-01;648760706.8380799;2023-02;433679250.83384;2023-03;140282953.89723998;2023-04;126144561.30872;2023-05;144646097.734;2023-06;143533944.21094;2023-07;143996088.01556;2023-08;110627559.90762;2023-09;421894441.08562857;110627559.90762;910923036.15898;202210;202309
32544;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;retail b; Digital Mediatama Maxima;2396495233.04;2022-10;1567416650.0;2022-11;2736493937.7;2022-12;1416616909.04;2023-01;159856199.72;2023-02;168496188.0;2023-03;394871678.04;2023-04;411442447.86;2023-05;5306401.24;2023-06;896393280.48;2023-07;1262462411.28;2023-08;709508880.36;2023-09;1010446684.73;5306401.24;2736493937.7;2022-12;2023-06
32545;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;retail b; Digital Mediatama Maxima;0.0;2022-10;0.0;2022-11;2.58;2022-12;260564368.64;2023-01;38700000.0;2023-02;394224000.0;2023-03;212162000.0;2023-04;6.02;2023-05;228404479.44;2023-06;234452048.46;2023-07;756742666.38;2023-08;266080001.86;2023-09;239132957.338;2.58;756742666.38;2023-07;2022-10
32548;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;retail b; Digital Mediatama Maxima;0.0;2022-10;0.0;2022-11;372300040.64;2022-12;379059503.04;2023-01;376381070.88;2023-02;355365567.36;2023-03;372866522.64;2023-04;364993693.92;2023-05;448460150.26;2023-06;604299024.24;2023-07;662156235.46;2023-08;622754997.48;2023-09;455863680.592;355365567.36;662156235.46;2023-08;2023-03
32549;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;retail b; Digital Mediatama Maxima;0.0;2022-10;979540055.04;2022-11;7097260.94;2022-12;400627130.86;2023-01;378138360.48;2023-02;346503390.34;2023-03;212162000.0;2023-04;248164269.44;2023-05;293860093.38;2023-06;768675166.38;2023-07;823975723.16;2023-08;626860746.7;2023-09;462327654.24727273;7097260.94;979540055.04;2022-10;2022-11
32550;~YEAR ON YEAR~~retail b~~ Digital Mediatama Maxima~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;retail b; Digital Mediatama Maxima;35.174;2022-10;0.344;2022-11;12.384;2022-12;22.962;2023-01;53.75;2023-02;47.902;2023-03;0.0;2023-04;33.367999999999995;2023-05;105.436;2023-06;39.99;2023-07;56.158;2023-08;55.298;2023-09;38.56383362;0.0;105.436;2023-06;2023-04
27680;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah; Intermedia Capital;18535680908.143;2022-10;17989283330.6721;2022-11;27771632990.731;2022-12;14333202610.008;2023-01;17922725118.27;2023-02;18503451953.8652;2023-03;18691890040.03;2023-04;20860458951.05;2023-05;35489618497.365;2023-06;41336705790.244;2023-07;43279281015.19;2023-08;47082995143.275;2023-09;26816410529.070274;14333202610.008;47082995143.275;202309;202301
27681;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah; Intermedia Capital;18247081537.59406;2022-10;18263695559.082737;2022-11;19668578551.935337;2022-12;19615679691.81716;2023-01;15542449084.9129;2023-02;19245928533.18742;2023-03;17587331418.5526;2023-04;19592642430.569218;2023-05;25234276746.49648;2023-06;36549090864.16058;2023-07;41718799426.77514;2023-08;48259794424.39046;2023-09;24960445689.12284;15542449084.9129;48259794424.39046;202309;202302
27684;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah; Intermedia Capital;15740357720.96;2022-10;10076252656.16;2022-11;33433721928.42;2022-12;7977192790.2;2023-01;10750110990.74;2023-02;15561855424.36;2023-03;15246643311.18;2023-04;8864838975.42;2023-05;34677150839.48;2023-06;22504473398.61438;2023-07;7254699841.4;2023-08;10954436589.9;2023-09;16086811205.569532;7254699841.4;34677150839.48;2023-06;2023-08
27685;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah; Intermedia Capital;0.0;2022-10;12229189294.72;2022-11;2899516176.68;2022-12;5562258353.92;2023-01;394449304.52;2023-02;493876837.12;2023-03;447309962.18;2023-04;686429338.14;2023-05;1006912427.44;2023-06;358259594.64;2023-07;143464092.32;2023-08;159216665.02;2023-09;2216443822.427273;143464092.32;12229189294.72;2022-10;2023-07
27688;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah; Intermedia Capital;7980050427.44;2022-10;1847294036.06;2022-11;6415879388.2;2022-12;588691998.8;2023-01;1084336390.48;2023-02;2682412772.77;2023-03;2091674487.82;2023-04;1776969067.72;2023-05;13019853576.21;2023-06;9191727455.66;2023-07;1284699786.46;2023-08;1330583208.22;2023-09;4107847716.32;588691998.8;13019853576.21;2023-06;2023-01
27689;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah; Intermedia Capital;14416584898.32;2022-10;11196257808.08;2022-11;15544671736.84;2022-12;14861294454.42;2023-01;2795198244.62;2023-02;9267767411.24;2023-03;9516832614.96;2023-04;3775040431.42;2023-05;4810200696.64;2023-06;3021358940.2;2023-07;8751260310.52;2023-08;3306491895.48;2023-09;8438579953.561667;2795198244.62;15544671736.84;2022-12;2023-02
27690;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Intermedia Capital~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah; Intermedia Capital;44.29;2022-10;74.21799999999999;2022-11;34.314;2022-12;152.65;2023-01;21.414;2023-02;49.794;2023-03;51.342;2023-04;32.852000000000004;2023-05;11.782;2023-06;11.438;2023-07;103.716;2023-08;25.628;2023-09;51.11983362;11.438;152.65;2023-01;2023-07
27716;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah; Optima Prima Metal Sinergi;208706803.8;2022-10;14996098668.38;2022-11;3576415428.26;2022-12;3305572009.38;2023-01;5179657872.26;2023-02;6017622035.5;2023-03;5344722733.36;2023-04;7859395215.559999;2023-05;8086301513.94;2023-06;10534473570.78;2023-07;11931558761.82;2023-08;12258773431.46;2023-09;7441608170.375;208706803.8;14996098668.38;202211;202210
27717;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah; Optima Prima Metal Sinergi;574181233.1706;2022-10;15176023833.83362;2022-11;4594869766.6706;2022-12;3121047119.01914;2023-01;4447633902.4799;2023-02;5230635508.45846;2023-03;6361616046.11514;2023-04;6375643634.26718;2023-05;8268102324.71686;2023-06;9898576792.98342;2023-07;11392433562.1441;2023-08;12649854756.766;2023-09;7340884873.385419;574181233.1706;15176023833.83362;202211;202210
27720;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah; Optima Prima Metal Sinergi;0.0;2022-10;847100000.0;2022-11;8801455330.24;2022-12;1789401256.96;2023-01;2881000000.0;2023-02;1143800000.0;2023-03;1100800000.0;2023-04;2346741470.72;2023-05;2003800000.0;2023-06;3252811025.72;2023-07;1915866334.72;2023-08;1824110031.36;2023-09;2536989586.338181;847100000.0;8801455330.24;2022-12;2022-11
27721;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah; Optima Prima Metal Sinergi;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;14189999779.84;2023-04;14189999779.84;2023-05;721221703.68;2023-06;434300000.0;2023-07;1362571726.08;2023-08;1701043288.32;2023-09;5433189379.626666;434300000.0;14189999779.84;2022-12;2023-04
27724;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah; Optima Prima Metal Sinergi;0.0;2022-10;0.0;2022-11;0.0;2022-12;645000.0;2023-01;783766710.4;2023-02;765548085.12;2023-03;774998535.68;2023-04;766522286.24;2023-05;766230388.48;2023-06;757800489.6;2023-07;0.0;2023-08;753078112.64;2023-09;671073701.02;645000.0;783766710.4;2023-02;2022-12
27725;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah; Optima Prima Metal Sinergi;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;542080428.8;2023-03;33438225480.96;2023-04;788150811.52;2023-05;73100000.0;2023-06;51600000.0;2023-07;1186620879.2;2023-08;177572476.64;2023-09;5179621439.588572;51600000.0;33438225480.96;2022-12;2023-05
27726;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Optima Prima Metal Sinergi~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah; Optima Prima Metal Sinergi;0.0;2022-10;0.0;2022-11;125.044;2022-12;37.926;2023-01;0.0;2023-02;0.0;2023-03;4.128;2023-04;1.204;2023-05;0.0;2023-06;20.64;2023-07;7.998;2023-08;0.0;2023-09;17.90363652;0.0;125.044;2022-12;2023-09
27740;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah; Widodo Makmur Unggas;498413579.64;2022-10;495222112.76;2022-11;459220013.6;2022-12;515645173.46;2023-01;26309773.6;2023-02;28680667.18;2023-03;23912966.5;2023-04;33739850.24;2023-05;30787879.6;2023-06;46019743.8;2023-07;30177648.54;2023-08;34153405.32;2023-09;185190234.52;23912966.5;515645173.46;202301;202304
27741;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah; Widodo Makmur Unggas;157530265.02563998;2022-10;105928681.58762;2022-11;100212782.42512;2022-12;50825524.41914;2023-01;56550017.42404;2023-02;41463636.65828;2023-03;77569130.696;2023-04;33185491.29966;2023-05;29732372.84848;2023-06;66004850.94136;2023-07;38734684.6041;2023-08;34666712.488;2023-09;66033679.20145362;29732372.84848;157530265.02563998;202210;202306
27744;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah; Widodo Makmur Unggas;880678643.24;2022-10;917882848.68;2022-11;889346103.36;2022-12;29335668187.94;2023-01;294300440.9;2023-02;285328528.74;2023-03;282569416.54;2023-04;266600347.44;2023-05;261262079.76;2023-06;261766232.4;2023-07;290272691.96;2023-08;266457953.8;2023-09;2852677789.563333;261262079.76;29335668187.94;2023-01;2023-06
27745;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah; Widodo Makmur Unggas;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;13785163.6;2023-03;12452283.14;2023-04;4062272.78;2023-05;12953245.18;2023-06;340565.16;2023-07;34383291.92;2023-08;10239746.52;2023-09;12602366.9;340565.16;34383291.92;2023-07;2023-05
27748;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah; Widodo Makmur Unggas;915221343.04;2022-10;904970720.96;2022-11;107199000.0;2022-12;46010000.0;2023-01;346278284.48;2023-02;296320953.28;2023-03;295856250.56;2023-04;260743400.0;2023-05;267923918.4;2023-06;296103737.92;2023-07;88580000.0;2023-08;276120433.92;2023-09;341777336.88;46010000.0;915221343.04;2022-10;2023-01
27749;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah; Widodo Makmur Unggas;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;463112322.0;2023-05;7740000.0;2023-06;834111110.4;2023-07;29265985113.28;2023-08;8170000.0;2023-09;6115823709.136001;7740000.0;29265985113.28;2023-01;2022-11
27750;~YEAR ON YEAR~~bumn & institusi pemerintah~~ Widodo Makmur Unggas~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah; Widodo Makmur Unggas;44.548;2022-10;0.6880000000000001;2022-11;80.66799999999999;2022-12;85.828;2023-01;2.408;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;0.0;2023-08;0.0;2023-09;17.845;0.0;85.828;2023-01;2023-09
14771;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate a;ABM Investama;26521815949.66225;2022-10;26610397443.9434;2022-11;24354554038.862;2022-12;34434675739.145;2023-01;34500008789.085;2023-02;34556813276.6213;2023-03;34618603864.309;2023-04;38665844327.047;2023-05;38737936041.63049;2023-06;38808311261.6;2023-07;38881967508.878;2023-08;38891300590.3315;2023-09;34131852402.59291;24354554038.862;38891300590.3315;202309;202212
14772;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate a;ABM Investama;26440796827.66972;2022-10;26584135016.93282;2022-11;26067708163.98996;2022-12;34428317446.06358;2023-01;34463522907.6294;2023-02;34528807568.8267;2023-03;34590247656.48255;2023-04;39058966466.58957;2023-05;38696984347.80268;2023-06;38769839999.40021;2023-07;38857486652.65134;2023-08;38850203482.49568;2023-09;34278084711.37785;26067708163.98996;39058966466.58957;202305;202212
14775;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate a;ABM Investama;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;116513328.32;2023-02;130571456.64;2023-03;7882262726.4;2023-04;1937939815.84;2023-05;24352200.0;2023-06;4312358624.0;2023-07;150283663.65;2023-08;6440800.0;2023-09;1820090326.8562496;6440800.0;7882262726.4;2022-12;2023-09
14776;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate a;ABM Investama;0.0;2022-10;21381601.728125;2022-11;22331978.7809375;2022-12;26400729.484375;2023-01;10064629016.48;2023-02;23500209.15;2023-03;21283469.22;2023-04;23530407.87;2023-05;4036529185.25;2023-06;31030087.01;2023-07;30029115.31;2023-08;31030087.01;2023-09;1302879626.1175852;21283469.22;10064629016.48;2023-01;2023-03
14779;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate a;ABM Investama;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;6681172302.719999;2023-06;42052.9453515625;2023-07;166000.0;2023-08;30335583.68;2023-09;1677928984.8363378;42052.9453515625;6681172302.719999;2022-12;2023-01
14780;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;corporate a;ABM Investama;21381601.728125;2022-10;22331978.7809375;2022-11;2685880042.080997;2022-12;10064629016.48;2023-01;23500209.15;2023-02;21283469.22;2023-03;23530407.87;2023-04;4036529185.25;2023-05;31030087.01;2023-06;30029115.31;2023-07;28295725.88;2023-08;31030087.01;2023-09;1418287577.147505;21283469.22;10064629016.48;2023-01;2023-03
14781;~YEAR ON YEAR~~corporate a~~ABM Investama~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;corporate a;ABM Investama;12.865;2022-10;12.118;2022-11;28.22;2022-12;69.637;2023-01;83.0;2023-02;83.0;2023-03;40.753;2023-04;40.172;2023-05;83.0;2023-06;83.0;2023-07;15.604;2023-08;68.72399999999999;2023-09;51.67441639;12.118;83.0;2023-07;2022-11
1414;~YEAR ON YEAR~~corporate a~~ADICON JAYA Panca Budi Idaman~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate a;ADICON JAYA Panca Budi Idaman;153681251.22;2022-10;149187728.32999998;2022-11;150352309.63;2022-12;150209211.82;2023-01;117152225.8;2023-02;106728132.13;2023-03;106686632.13;2023-04;106645132.13;2023-05;68686412.61999999;2023-06;68644912.61999999;2023-07;68607057.97999999;2023-08;68607057.97999999;2023-09;109599005.3658336;68607057.97999999;153681251.22;202210;202309
1415;~YEAR ON YEAR~~corporate a~~ADICON JAYA Panca Budi Idaman~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate a;ADICON JAYA Panca Budi Idaman;171520729.09636998;2022-10;155218903.327;2022-11;151763221.27567;2022-12;151481298.46828;2023-01;145490418.06726;2023-02;109445712.77567;2023-03;106726748.79639;2023-04;106685293.42051;2023-05;78837787.82239;2023-06;68685073.91051;2023-07;68643691.50242;2023-08;68607057.97999999;2023-09;115258828.0368725;68607057.97999999;171520729.09636998;202210;202309
1418;~YEAR ON YEAR~~corporate a~~ADICON JAYA Panca Budi Idaman~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate a;ADICON JAYA Panca Budi Idaman;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;4150000.0;2023-08;16600000.0;2023-09;10375000.0;4150000.0;16600000.0;2023-01;2022-12
1419;~YEAR ON YEAR~~corporate a~~ADICON JAYA Panca Budi Idaman~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate a;ADICON JAYA Panca Budi Idaman;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;61046500.0;2023-04;35915019.64;2023-05;31540000.0;2023-06;19090000.0;2023-07;10375000.0;2023-08;10375000.0;2023-09;28056919.94;10375000.0;61046500.0;2022-10;2023-06
1422;~YEAR ON YEAR~~corporate a~~ADICON JAYA Panca Budi Idaman~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate a;ADICON JAYA Panca Budi Idaman;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;31984050.0;2023-04;332000.0;2023-05;33023080.52;2023-06;7593.67;2023-07;8655.24;2023-08;27542218.68;2023-09;15482933.018333334;7593.67;33023080.52;2023-02;2023-03
