Unnamed: 0;row_key;periode;as_of_date;flag_trx;variable;divisi_kelolaan;group_corporate;bulan1;namabulan1;bulan2;namabulan2;bulan3;namabulan3;bulan4;namabulan4;bulan5;namabulan5;bulan6;namabulan6;bulan7;namabulan7;bulan8;namabulan8;bulan9;namabulan9;bulan10;namabulan10;bulan11;namabulan11;bulan12;namabulan12;mean_value;min_value;max_value;max_bulan;min_bulan
28200;~YEAR ON YEAR~~bumn & institusi pemerintah~~Dian Swastatika Sentosa~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah;Dian Swastatika Sentosa;21705861432.61234;2022-10;20524159683.88;2022-11;18040518241.12;2022-12;26012289070.16;2023-01;19972902586.81;2023-02;24349732443.36;2023-03;10485045225.58;2023-04;9956109789.28;2023-05;12065646275.0;2023-06;18535812502.375664;2023-07;27829597335.72;2023-08;17841505654.88;2023-09;18943265020.06484;9956109789.28;27829597335.72;2023-08;2023-05
28201;~YEAR ON YEAR~~bumn & institusi pemerintah~~Dian Swastatika Sentosa~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah;Dian Swastatika Sentosa;0.0;2022-10;17059424744.0;2022-11;15130486211.48;2022-12;5157019573.68;2023-01;6527047413.76;2023-02;4061715493.12;2023-03;10764181544.48;2023-04;3040504213.76;2023-05;1480365306.88;2023-06;4483712512.0;2023-07;11163335202.08;2023-08;3453805242.88;2023-09;7483781587.101817;1480365306.88;17059424744.0;2022-10;2023-05
28204;~YEAR ON YEAR~~bumn & institusi pemerintah~~Dian Swastatika Sentosa~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah;Dian Swastatika Sentosa;11169052925.262186;2022-10;12606461153.519377;2022-11;877864515.28125;2022-12;500948536.038125;2023-01;15549192648.48;2023-02;13398482549.194374;2023-03;7000427006.754687;2023-04;7881059641.54;2023-05;10800423145.685;2023-06;8875458095.510258;2023-07;8400567780.166406;2023-08;6820319096.026875;2023-09;8656688091.121544;500948536.038125;15549192648.48;2023-02;2023-01
28205;~YEAR ON YEAR~~bumn & institusi pemerintah~~Dian Swastatika Sentosa~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah;Dian Swastatika Sentosa;16043584993.68;2022-10;10202607708.96;2022-11;17920292566.56;2022-12;20601512852.58;2023-01;9215910424.32;2023-02;14429807023.36;2023-03;3896118227.52;2023-04;2404246106.88;2023-05;6137590601.02;2023-06;11533928823.84;2023-07;14710663408.48;2023-08;9415411438.1;2023-09;11375972847.941668;2404246106.88;20601512852.58;2023-01;2023-05
28206;~YEAR ON YEAR~~bumn & institusi pemerintah~~Dian Swastatika Sentosa~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah;Dian Swastatika Sentosa;35.604;2022-10;24.596;2022-11;66.478;2022-12;54.438;2023-01;32.937999999999995;2023-02;35.346000000000004;2023-03;24.768;2023-04;18.06;2023-05;31.906;2023-06;33.367999999999995;2023-07;45.494;2023-08;38.012;2023-09;36.75066638;18.06;66.478;2022-12;2023-05
41937;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;743102799.78;2022-10;586996158.78;2022-11;3520349918.68;2022-12;3990854230.242;2023-01;878965122.91;2023-02;4127679091.0;2023-03;2719348592.678;2023-04;933884691.176;2023-05;4946508964.901;2023-06;3630690577.284;2023-07;2879437974.604;2023-08;4483445869.816999;2023-09;2786771999.321;586996158.78;4946508964.901;202306;202211
41938;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;821114435.60786;2022-10;686941392.89;2022-11;1014540299.44632;2022-12;3920373678.06618;2023-01;1186885202.55124;2023-02;2453605850.30398;2023-03;4026010394.3021;2023-04;1589509348.65452;2023-05;4934425939.18614;2023-06;4515064316.23176;2023-07;3602111457.9408;2023-08;4147106428.6371;2023-09;2741474061.9848337;686941392.89;4934425939.18614;202306;202211
41941;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;4130643519.6;2022-10;6635494505.96;2022-11;6790895000.96;2022-12;8401578765.24;2023-01;12529609569.58;2023-02;17646148763.52;2023-03;11301678730.56;2023-04;16237244833.28;2023-05;15755652700.56;2023-06;21242186375.24433;2023-07;29552098485.76;2023-08;25761003155.52;2023-09;14665352867.148691;4130643519.6;29552098485.76;2023-08;2022-10
41942;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;0.0;2022-10;0.0;2022-11;4730000000.0;2022-12;1548000000.0;2023-01;6105999889.92;2023-02;860000000.0;2023-03;2969182238.175;2023-04;2408031540.5;2023-05;1720032228.5;2023-06;4687031766.465;2023-07;5457084674.559999;2023-08;5216760000.0;2023-09;3570212233.812;860000000.0;6105999889.92;2023-01;2023-02
41945;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;9973991945.58;2022-10;7710108371.12;2022-11;5634113078.22;2022-12;5944181746.4;2023-01;4521880488.48;2023-02;8078673854.019999;2023-03;6965771882.42;2023-04;10515276026.42;2023-05;3696943588.9;2023-06;12127503314.4;2023-07;16819416447.1;2023-08;15953331202.34;2023-09;8995099328.783333;3696943588.9;16819416447.1;2023-08;2023-06
41946;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;6460489306.48;2022-10;3257854948.08;2022-11;7535549487.559999;2022-12;15709953575.08;2023-01;14101857838.04;2023-02;13446023102.24;2023-03;12192472484.82;2023-04;14412655345.04;2023-05;20179300913.68;2023-06;18754530864.94;2023-07;16510112853.84;2023-08;18691069257.32;2023-09;13437655831.426666;3257854948.08;20179300913.68;2023-06;2022-11
41947;~YEAR ON YEAR~~bumn & institusi pemerintah~~Distribusi Voucher Nusantara T~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;bumn & institusi pemerintah;Distribusi Voucher Nusantara T;62.694;2022-10;34.227999999999994;2022-11;95.46;2022-12;93.138;2023-01;90.558;2023-02;56.072;2023-03;76.45400000000001;2023-04;69.05799999999999;2023-05;84.882;2023-06;60.372;2023-07;48.074;2023-08;51.858;2023-09;68.57066638;34.227999999999994;95.46;2022-12;2022-11
4720;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate c;Djasa Ubersakti;6199803766.42;2022-10;7058908317.22;2022-11;11455030618.7;2022-12;12307029688.68;2023-01;5557237563.84;2023-02;9160337742.04;2023-03;17124886856.1;2023-04;16452452866.42;2023-05;16422887037.36;2023-06;10715401204.98;2023-07;9943033498.74;2023-08;5661922197.32;2023-09;10671577613.151665;5557237563.84;17124886856.1;202304;202302
4721;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate c;Djasa Ubersakti;7359798808.75966;2022-10;5925145279.23762;2022-11;6877579094.423759;2022-12;14524434101.59692;2023-01;9514052831.9849;2023-02;10507012814.57094;2023-03;14810076593.872;2023-04;16635006843.20752;2023-05;15461037564.934002;2023-06;13138066882.82564;2023-07;11732635804.64154;2023-08;8046048687.276;2023-09;11210907942.277542;5925145279.23762;16635006843.20752;202305;202211
4724;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate c;Djasa Ubersakti;420537495.68;2022-10;3028018224.64;2022-11;13839224328.32;2022-12;16903408951.68;2023-01;3484847156.16;2023-02;27991970641.06;2023-03;42495660224.0;2023-04;22480018448.96;2023-05;7692150260.48;2023-06;1764038687.36;2023-07;8318249782.48;2023-08;923876692.64;2023-09;12445166741.121668;420537495.68;42495660224.0;2023-04;2022-10
4725;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate c;Djasa Ubersakti;0.0;2022-10;3460034642.56;2022-11;6697700433.599999;2022-12;1241533530.4;2023-01;8121237201.92;2023-02;3028967201.96;2023-03;17342092144.64;2023-04;9801822287.36;2023-05;18153255575.76;2023-06;6111097020.48;2023-07;530728463.2;2023-08;1016484437.28;2023-09;6864086630.832727;530728463.2;18153255575.76;2023-05;2023-07
4728;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate c;Djasa Ubersakti;35797500.0;2022-10;17200.0;2022-11;34400.0;2022-12;3336800.0;2023-01;4322250140.16;2023-02;8600.0;2023-03;34477400.0;2023-04;8600.0;2023-05;43000.0;2023-06;93688400.0;2023-07;25800.0;2023-08;17200.0;2023-09;374142086.68;8600.0;4322250140.16;2023-02;2023-05
4729;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;corporate c;Djasa Ubersakti;1954639555.98;2022-10;5221118414.64;2022-11;9832049286.14;2022-12;10931657141.24;2023-01;3260481183.4;2023-02;15083753582.72;2023-03;10549966721.04;2023-04;18197300561.76;2023-05;8695824846.4;2023-06;1003348026.72;2023-07;3481029733.12;2023-08;1256346500.64;2023-09;7455626296.15;1003348026.72;18197300561.76;2023-05;2023-07
4730;~YEAR ON YEAR~~corporate c~~Djasa Ubersakti~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;corporate c;Djasa Ubersakti;43.344;2022-10;46.182;2022-11;56.072;2022-12;37.582;2023-01;43.086;2023-02;28.638;2023-03;17.372;2023-04;38.528;2023-05;54.18;2023-06;37.582;2023-07;36.034;2023-08;55.728;2023-09;41.194;17.372;56.072;2022-12;2023-04
53811;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;9688907.92;2023-05;258084758.16;2023-06;520892699.1;2023-07;560826726.0;2023-08;264295779.64;2023-09;230541267.26;0.0;560826726.0;202308;202304
53812;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;625086.06188;2023-05;112840976.938;2023-06;1389488580.56;2023-07;2660220947.69812;2023-08;566723535.27162;2023-09;675699875.218517;0.0;2660220947.69812;202308;202304
53815;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;376509301.18;2023-07;737505514.72;2023-08;15000478028.32;2023-09;5371497614.74;376509301.18;15000478028.32;2023-08;2023-06
53816;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;19377520.0;2023-06;23976972.0;2023-07;7998061141.7;2023-08;9878882716.36;2023-09;4480074587.515;19377520.0;9878882716.36;2023-09;2023-05
53819;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;4429648.44;2023-06;42959224.82;2023-07;16294205.0;2023-08;19029731.7;2023-09;20678202.49;4429648.44;42959224.82;2023-07;2023-06
53820;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;9688760.0;2023-05;240274451.42;2023-06;9508779243.86;2023-07;12624655537.2;2023-08;9343448605.78;2023-09;6345369319.651999;9688760.0;12624655537.2;2023-08;2023-05
53821;~YEAR ON YEAR~~corporate a~~Dua Putra Utama Makmur~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;corporate a;Dua Putra Utama Makmur;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;43.0;2023-05;51.6;2023-06;93.654;2023-07;72.412;2023-08;81.356;2023-09;68.40440000000001;43.0;93.654;2023-07;2023-05
30403;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate a;Duta Anggada Realty;32843328.62;2022-10;344444392.1;2022-11;2345150.34;2022-12;1059698.88;2023-01;21678413.88;2023-02;10281490.06;2023-03;10372995.78;2023-04;1808718.46;2023-05;1057490.4;2023-06;20967101.0;2023-07;316625263.46;2023-08;2401112.26;2023-09;63823762.93666638;1057490.4;344444392.1;202211;202306
30404;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate a;Duta Anggada Realty;268475547.8947;2022-10;447966405.39762;2022-11;204453277.92222;2022-12;394866136.53282;2023-01;179531077.28202;2023-02;171473207.99846;2023-03;199410942.05238;2023-04;271094112.79128;2023-05;4698838.21562;2023-06;43430764.01282;2023-07;165455046.92872;2023-08;170195338.16;2023-09;210087557.9323886;4698838.21562;447966405.39762;202211;202306
30407;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate a;Duta Anggada Realty;1387923583.52;2022-10;1178897466.88;2022-11;1416979382.7;2022-12;217580000.0;2023-01;1160356458.56;2023-02;2261950369.28;2023-03;810560154.88;2023-04;3607955977.28;2023-05;258000.0;2023-06;2293629687.04;2023-07;2682114982.72;2023-08;3206761436.48;2023-09;1685413958.2783334;258000.0;3607955977.28;2023-05;2023-06
30408;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate a;Duta Anggada Realty;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;2813904533.76;2023-08;1194809751.04;2023-09;2004357142.4;1194809751.04;2813904533.76;2022-11;2023-03
30411;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate a;Duta Anggada Realty;1985914965.28;2022-10;4987891660.64;2022-11;607065386.24;2022-12;1752752198.72;2023-01;820931589.76;2023-02;3006129195.04;2023-03;810585941.12;2023-04;3739355280.96;2023-05;1008149550.34;2023-06;2141506223.76;2023-07;0.0;2023-08;777219317.12;2023-09;1967045573.5436368;607065386.24;4987891660.64;2022-11;2022-12
30412;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;corporate a;Duta Anggada Realty;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;154826611.84;2023-02;358152194.4;2023-03;829301123.52;2023-04;1085456623.04;2023-05;1110586469.76;2023-06;47380904.5;2023-07;566289525.12;2023-08;386683382.4;2023-09;567334604.3225;47380904.5;1110586469.76;2023-05;2023-06
30413;~YEAR ON YEAR~~corporate a~~Duta Anggada Realty~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;corporate a;Duta Anggada Realty;9.632;2022-10;7.74;2022-11;50.31;2022-12;429.054;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;26.488;2023-05;15793.642;2023-06;21.242;2023-07;12.384;2023-08;0.0;2023-09;1362.541;0.0;15793.642;2023-06;2023-09
34251;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;retail b;Duta Intidaya;98379758.48;2022-10;96154696.82;2022-11;93302044.14;2022-12;93327869.08;2023-01;93893703.5;2023-02;93919930.06;2023-03;93944634.42;2023-04;93949391.94;2023-05;93629952.68;2023-06;91202556.24;2023-07;91285789.62;2023-08;91287252.48;2023-09;93689798.28833362;91202556.24;98379758.48;202210;202307
34252;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;retail b;Duta Intidaya;112212779.4159;2022-10;96579428.718;2022-11;94483715.76564;2022-12;93302877.20222;2023-01;93736879.76606;2023-02;93894549.51812;2023-03;93920753.53838;2023-04;93939933.0494;2023-05;93702243.96438;2023-06;92053493.72684;2023-07;171654773.44564;2023-08;91272221.71562;2023-09;101729470.81885;91272221.71562;171654773.44564;202308;202309
34255;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;retail b;Duta Intidaya;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;544323.24;2023-08;1247000000.0;2023-09;623772161.62;544323.24;1247000000.0;2023-08;2023-02
34256;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;retail b;Duta Intidaya;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;0.0;2023-08;430000000.0;2023-09;430000000.0;430000000.0;430000000.0;2022-10;2022-10
34259;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;retail b;Duta Intidaya;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;430000000.0;2023-08;1247000000.0;2023-09;838500000.0;430000000.0;1247000000.0;2023-08;2022-10
34260;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;retail b;Duta Intidaya;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;2251514.4;2023-07;2879280.0;2023-08;2430872.56;2023-09;2520555.6533333333;2251514.4;2879280.0;2022-12;2022-11
34261;~YEAR ON YEAR~~retail b~~Duta Intidaya~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;retail b;Duta Intidaya;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;0.0;2023-08;0.0;2023-09;0.0;0.0;0.0;2023-08;2023-08
52022;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;corporate b;Duta Pertiwi;1522796306.8;2022-10;1313056928.52;2022-11;3900839524.32;2022-12;1256830612.7;2023-01;1102460722.78;2023-02;3518638007.84;2023-03;3891194367.18;2023-04;4541541401.7;2023-05;3988050250.38;2023-06;1330310307.86;2023-07;1374282967.86;2023-08;3908601661.58;2023-09;2637383588.293333;1102460722.78;4541541401.7;202305;202302
52023;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;corporate b;Duta Pertiwi;2599514868.57556;2022-10;1981537496.2512405;2022-11;1537144905.78034;2022-12;1099588970.63692;2023-01;1171068040.8249;2023-02;1898603295.91504;2023-03;1850640202.63562;2023-04;1678446592.46102;2023-05;1892928802.40886;2023-06;1645185173.67572;2023-07;1458741666.25982;2023-08;1771011786.77352;2023-09;1715367650.1832137;1099588970.63692;2599514868.57556;202210;202301
52026;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;corporate b;Duta Pertiwi;2679244736.16;2022-10;4815704024.12;2022-11;2941582493.6;2022-12;3945078605.44;2023-01;5482832881.92;2023-02;5652445551.16;2023-03;2996608485.06;2023-04;5304941558.559999;2023-05;1966585342.12;2023-06;2223946369.0;2023-07;2577310225.3;2023-08;2359332928.52;2023-09;3578801100.08;1966585342.12;5652445551.16;2023-03;2023-06
52027;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;corporate b;Duta Pertiwi;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;1729165736.38;2023-03;833045560.08;2023-04;482691644.44;2023-05;136610817.68;2023-06;170125764.16;2023-07;61734522.94;2023-08;273273600.0;2023-09;526663949.3828572;61734522.94;1729165736.38;2022-10;2023-07
52030;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;corporate b;Duta Pertiwi;7319018888.8;2022-10;5771110088.36;2022-11;5028347325.7;2022-12;5466160.0;2023-01;4198833318.64;2023-02;4109542360.08;2023-03;4222734617.52;2023-04;4154639690.24;2023-05;4171343786.72;2023-06;4105104433.28;2023-07;2924941314.72;2023-08;4153671051.6;2023-09;4180396086.305;5466160.0;7319018888.8;2022-10;2023-01
52031;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;corporate b;Duta Pertiwi;0.0;2022-10;0.0;2022-11;0.0;2022-12;0.0;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;4197442303.04;2023-08;4217904475.68;2023-09;4207673389.36;4197442303.04;4217904475.68;2023-01;2022-12
52032;~YEAR ON YEAR~~corporate b~~Duta Pertiwi~~20230930~~closedloop~~mtd~;YEAR ON YEAR;20230930;closedloop;mtd;corporate b;Duta Pertiwi;0.0;2022-10;0.0;2022-11;122.722;2022-12;91.934;2023-01;0.0;2023-02;0.0;2023-03;0.0;2023-04;0.0;2023-05;0.0;2023-06;0.0;2023-07;0.0;2023-08;0.0;2023-09;17.888;0.0;122.722;2022-12;2023-09
41614;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~CASA~~eom~;YEAR ON YEAR;20230930;CASA;eom;bumn & institusi pemerintah;Duta Pertiwi Nusantara;15363603.3;2022-10;12583212.98;2022-11;31258243.7;2022-12;11896785.92;2023-01;16981252148.38;2023-02;89599173781.12;2023-03;27604848265.64;2023-04;6831397483.559999;2023-05;919898616.44;2023-06;41975684.1;2023-07;4103221767.204;2023-08;764176851.197;2023-09;12243087203.628414;11896785.92;89599173781.12;202303;202301
41615;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~CASA~~mtd~;YEAR ON YEAR;20230930;CASA;mtd;bumn & institusi pemerintah;Duta Pertiwi Nusantara;148452249.20119998;2022-10;13712815.35438;2022-11;122541151.79282;2022-12;11583279.38376;2023-01;3234375118.24596;2023-02;17368676629.98274;2023-03;42871061985.102;2023-04;16175456530.04564;2023-05;4982591714.27362;2023-06;110739779.79316;2023-07;4116270033.81582;2023-08;2918752269.94746;2023-09;7672851129.744881;11583279.38376;42871061985.102;202304;202301
41618;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~cash in~~interbank~;YEAR ON YEAR;20230930;cash in;interbank;bumn & institusi pemerintah;Duta Pertiwi Nusantara;2248824184.12;2022-10;36980000.0;2022-11;795576569.24;2022-12;418477400.08;2023-01;11715541759.36;2023-02;100349929378.84;2023-03;2365165494.96;2023-04;302157064.64;2023-05;534031915.84;2023-06;652886516.48;2023-07;5063672672.8;2023-08;858853618.28;2023-09;10445174714.553331;36980000.0;100349929378.84;2023-03;2022-11
41619;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~cash in~~intrabank~;YEAR ON YEAR;20230930;cash in;intrabank;bumn & institusi pemerintah;Duta Pertiwi Nusantara;0.0;2022-10;0.0;2022-11;0.0;2022-12;151609111.04;2023-01;12900000.0;2023-02;2613735592.38;2023-03;211136429.36;2023-04;817043000.0;2023-05;294917653.44;2023-06;313900000.0;2023-07;1039617.02;2023-08;1479956432.78;2023-09;655137537.3355556;1039617.02;2613735592.38;2023-02;2023-07
41622;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~cash out~~interbank~;YEAR ON YEAR;20230930;cash out;interbank;bumn & institusi pemerintah;Duta Pertiwi Nusantara;0.0;2022-10;1621962104.42;2022-11;537232417.02;2022-12;667575000.0;2023-01;14376175523.62;2023-02;11966703902.8;2023-03;72005637224.7;2023-04;23155614266.48;2023-05;3071148456.16;2023-06;4885050563.58;2023-07;5021632594.05;2023-08;832218059.91;2023-09;12558268192.067272;537232417.02;72005637224.7;2023-04;2022-11
41623;~YEAR ON YEAR~~bumn & institusi pemerintah~~Duta Pertiwi Nusantara~~20230930~~cash out~~intrabank~;YEAR ON YEAR;20230930;cash out;intrabank;bumn & institusi pemerintah;Duta Pertiwi Nusantara;298577907.18;2022-10;115549557.86;2022-11;331002642.84;2022-12;300868051.06;2023-01;556960322.52;2023-02;3109012055.42;2023-03;14256290043.56;2023-04;485528780.14;2023-05;1181875070.68;2023-06;78788643.72;2023-07;1089872005.8;2023-08;726925983.06;2023-09;1877604255.32;78788643.72;14256290043.56;2023-04;2023-07
